work_year,experience_yr,experience_level,employment_type,job_title,job_title_nm,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,3,SE,FT,ML Engineer,5,160000,USD,160000,US,0,US,M
2022,2,MI,FT,Machine Learning Engineer,5,95000,GBP,116976,GB,0,GB,M
2022,2,MI,FT,Machine Learning Engineer,5,75000,GBP,92350,GB,0,GB,M
2022,2,MI,FT,Machine Learning Engineer,5,80000,EUR,84053,FR,100,DE,M
2022,3,SE,FT,Machine Learning Engineer,5,189650,USD,189650,US,0,US,M
2022,3,SE,FT,Machine Learning Engineer,5,164996,USD,164996,US,0,US,M
2022,1,EN,FT,Machine Learning Engineer,5,28500,GBP,35093,GB,100,GB,L
2022,3,SE,FT,Machine Learning Engineer,5,189650,USD,189650,US,0,US,M
2022,3,SE,FT,Machine Learning Engineer,5,164996,USD,164996,US,0,US,M
2021,2,MI,FT,Machine Learning Engineer,5,43200,EUR,51064,IT,50,IT,L
2022,3,SE,FT,Machine Learning Engineer,5,214000,USD,214000,US,100,US,M
2022,3,SE,FT,Machine Learning Engineer,5,192600,USD,192600,US,100,US,M
2022,3,SE,FT,Machine Learning Engineer,5,220000,USD,220000,US,100,US,M
2022,3,SE,FT,Machine Learning Engineer,5,120000,USD,120000,US,100,US,M
2022,3,SE,FT,Machine Learning Engineer,5,120000,USD,120000,AE,100,AE,S
2022,3,SE,FT,Machine Learning Engineer,5,65000,USD,65000,AE,100,AE,S
2022,2,MI,FT,Machine Learning Engineer,5,120000,USD,120000,US,100,US,S
2022,3,SE,FT,Machine Learning Engineer,5,65000,EUR,68293,IE,100,IE,S
2022,2,MI,FT,Machine Learning Engineer,5,121000,AUD,83864,AU,100,AU,L
2022,3,SE,FT,Machine Learning Engineer,5,57000,EUR,59888,NL,100,NL,L
2021,2,MI,FT,ML Engineer,5,8500000,JPY,77364,JP,50,JP,S
2021,2,MI,FT,ML Engineer,5,7000000,JPY,63711,JP,50,JP,S
2021,1,EN,FT,Machine Learning Engineer,5,20000,USD,20000,IN,100,IN,S
2022,1,EN,FT,ML Engineer,5,20000,EUR,21013,PT,100,PT,L
2021,3,SE,FT,Machine Learning Engineer,5,70000,EUR,82744,BE,50,BE,M
2021,1,EN,FT,Machine Learning Engineer,5,125000,USD,125000,US,100,US,S
2021,2,MI,CT,ML Engineer,5,270000,USD,270000,US,100,US,L
2021,2,MI,FT,Machine Learning Engineer,5,40000,EUR,47282,ES,100,ES,S
2020,1,EN,FT,Machine Learning Engineer,5,250000,USD,250000,US,50,US,L
2020,1,EN,FT,Machine Learning Engineer,5,138000,USD,138000,US,100,US,S
2021,3,SE,FT,Machine Learning Engineer,5,80000,EUR,94564,DE,50,DE,L
2020,1,EN,PT,ML Engineer,5,14000,EUR,15966,DE,100,DE,S
2021,3,SE,FT,ML Engineer,5,256000,USD,256000,US,100,US,S
2021,3,SE,FT,Machine Learning Engineer,5,185000,USD,185000,US,50,US,L
2020,3,SE,FT,Machine Learning Engineer,5,150000,USD,150000,US,50,US,L
2021,1,EN,FT,Machine Learning Engineer,5,85000,USD,85000,NL,100,DE,S
2021,3,SE,FT,Machine Learning Engineer,5,4900000,INR,66265,IN,0,IN,L
2021,1,EN,FT,Machine Learning Engineer,5,21000,EUR,24823,DE,50,DE,M
2021,3,SE,FT,Machine Learning Engineer,5,1799997,INR,24342,IN,100,IN,L
2021,1,EN,FT,Machine Learning Engineer,5,21844,USD,21844,CO,50,CO,M
2021,1,EN,FT,Machine Learning Engineer,5,81000,USD,81000,US,50,US,S
2021,2,MI,FT,Machine Learning Engineer,5,180000,PLN,46597,PL,100,PL,L
2021,2,MI,FT,Machine Learning Engineer,5,75000,EUR,88654,BE,100,BE,M
2021,2,MI,FT,Machine Learning Engineer,5,21000,EUR,24823,SI,50,SI,L
2021,3,SE,FT,Machine Learning Engineer,5,200000,USD,200000,US,100,US,L
2021,2,MI,FT,Machine Learning Engineer,5,74000,USD,74000,JP,50,JP,S
2020,3,SE,FT,Machine Learning Engineer,5,40000,EUR,45618,HR,100,HR,S
2023,2,MI,FT,Data Manager,6,110000,USD,110000,US,0,US,M
2023,2,MI,FT,Data Manager,6,70000,USD,70000,US,0,US,M
2023,3,SE,FT,Data Manager,6,198800,USD,198800,US,0,US,M
2023,3,SE,FT,Data Manager,6,105200,USD,105200,US,0,US,M
2023,3,SE,FT,Data Manager,6,115000,USD,115000,US,100,US,M
2023,3,SE,FT,Data Manager,6,86000,USD,86000,US,100,US,M
2023,2,MI,FT,Data Manager,6,135000,USD,135000,US,0,US,M
2023,2,MI,FT,Data Manager,6,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Manager,6,65000,USD,65000,CO,0,CO,M
2023,3,SE,FT,Data Manager,6,48000,USD,48000,CO,0,CO,M
2023,3,SE,FT,Data Manager,6,155000,USD,155000,US,0,US,M
2023,3,SE,FT,Data Manager,6,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Manager,6,60027,GBP,73164,GB,0,GB,M
2023,3,SE,FT,Data Manager,6,44737,GBP,54528,GB,0,GB,M
2023,3,SE,FT,Data Manager,6,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Manager,6,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Manager,6,169000,USD,169000,US,0,US,M
2023,3,SE,FT,Data Manager,6,100000,USD,100000,US,0,US,M
2023,3,SE,FT,Data Manager,6,140000,USD,140000,US,0,US,M
2023,3,SE,FT,Data Manager,6,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Manager,6,199000,USD,199000,US,0,US,M
2023,3,SE,FT,Data Manager,6,112000,USD,112000,US,0,US,M
2023,3,SE,FT,Data Manager,6,168400,USD,168400,US,0,US,M
2023,3,SE,FT,Data Manager,6,105200,USD,105200,US,0,US,M
2022,1,EN,FT,Data Manager,6,77300,USD,77300,US,100,US,M
2022,1,EN,FT,Data Manager,6,45600,USD,45600,US,100,US,M
2022,2,MI,FT,Data Manager,6,134000,USD,134000,US,0,US,M
2022,2,MI,FT,Data Manager,6,98000,USD,98000,US,0,US,M
2022,4,EX,FT,Data Manager,6,164000,CAD,125976,CA,50,CA,L
2022,2,MI,FT,Data Manager,6,134000,USD,134000,US,0,US,M
2022,2,MI,FT,Data Manager,6,98000,USD,98000,US,0,US,M
2023,1,EN,CT,Product Data Analyst,7,83200,USD,83200,US,50,US,S
2023,3,SE,FT,Analytics Engineer,7,275300,USD,275300,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,183500,USD,183500,US,100,US,M
2023,2,MI,FT,Analytics Engineer,7,60000,GBP,73131,GB,0,GB,M
2023,2,MI,FT,Analytics Engineer,7,50000,GBP,60943,GB,0,GB,M
2023,3,SE,FT,Analytics Engineer,7,144000,USD,144000,CA,100,CA,M
2023,3,SE,FT,Analytics Engineer,7,80000,USD,80000,CA,100,CA,M
2023,3,SE,FT,Product Data Analyst,7,57000,USD,57000,GE,100,RU,L
2023,3,SE,FT,Analytics Engineer,7,50000,USD,50000,NG,100,NG,S
2023,3,SE,FT,Analytics Engineer,7,240000,USD,240000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,196000,USD,196000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,289800,USD,289800,GB,0,GB,M
2023,3,SE,FT,Analytics Engineer,7,214000,USD,214000,GB,0,GB,M
2023,3,SE,FT,Analytics Engineer,7,231250,USD,231250,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,138750,USD,138750,US,100,US,M
2023,2,MI,FT,Analytics Engineer,7,350000,GBP,426601,GB,0,GB,M
2023,2,MI,FT,Analytics Engineer,7,50000,GBP,60943,GB,0,GB,M
2023,3,SE,FT,Analytics Engineer,7,230000,USD,230000,GB,100,GB,M
2023,3,SE,FT,Analytics Engineer,7,143200,USD,143200,GB,100,GB,M
2023,3,SE,FT,Analytics Engineer,7,152500,USD,152500,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,116450,USD,116450,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,289800,USD,289800,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,214000,USD,214000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,179820,USD,179820,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,143860,USD,143860,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,289800,USD,289800,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,214200,USD,214200,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,230000,USD,230000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,143200,USD,143200,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,150000,USD,150000,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,120000,USD,120000,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,190000,USD,190000,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,112000,USD,112000,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,152900,USD,152900,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,117100,USD,117100,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,173000,USD,173000,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,113000,USD,113000,US,100,US,M
2023,4,EX,FT,Analytics Engineer,7,221000,USD,221000,US,100,US,M
2023,4,EX,FT,Analytics Engineer,7,153000,USD,153000,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,179820,USD,179820,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,143860,USD,143860,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,179820,USD,179820,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,143860,USD,143860,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,130000,USD,130000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,87000,USD,87000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,275300,USD,275300,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,183500,USD,183500,US,100,US,M
2023,2,MI,FT,Analytics Engineer,7,185700,USD,185700,US,0,US,M
2023,2,MI,FT,Analytics Engineer,7,165000,USD,165000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,170000,USD,170000,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,130000,USD,130000,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,150000,USD,150000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,197000,USD,197000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,106000,USD,106000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,175000,USD,175000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,140000,USD,140000,US,0,US,M
2023,2,MI,FT,Product Data Analyst,7,1350000,INR,16420,IN,100,IN,L
2023,3,SE,FT,Analytics Engineer,7,200000,USD,200000,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,175000,USD,175000,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,231250,USD,231250,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,138750,USD,138750,US,100,US,M
2023,3,SE,FT,Analytics Engineer,7,207000,USD,207000,US,0,US,M
2023,3,SE,FT,Analytics Engineer,7,167000,USD,167000,US,0,US,M
2022,1,EN,FT,Product Data Analyst,7,100000,USD,100000,US,100,US,M
2022,2,MI,FT,Analytics Engineer,7,122500,USD,122500,US,100,US,M
2022,2,MI,FT,Analytics Engineer,7,100000,USD,100000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,170000,USD,170000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,125000,USD,125000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,135000,USD,135000,US,0,US,M
2022,3,SE,FT,Analytics Engineer,7,110000,USD,110000,US,0,US,M
2022,2,MI,FT,Analytics Engineer,7,85000,GBP,104663,GB,0,GB,M
2022,2,MI,FT,Analytics Engineer,7,60000,GBP,73880,GB,0,GB,M
2022,3,SE,FT,Analytics Engineer,7,193750,USD,193750,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,116250,USD,116250,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,231250,USD,231250,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,138750,USD,138750,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,231250,USD,231250,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,138750,USD,138750,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,84000,GBP,103432,GB,0,GB,M
2022,3,SE,FT,Analytics Engineer,7,75000,GBP,92350,GB,0,GB,M
2022,4,EX,FT,Analytics Engineer,7,210000,USD,210000,US,100,US,M
2022,4,EX,FT,Analytics Engineer,7,157000,USD,157000,US,100,US,M
2022,2,MI,FT,Analytics Engineer,7,78000,USD,78000,BR,100,BR,M
2022,2,MI,FT,Analytics Engineer,7,48000,USD,48000,BR,100,BR,M
2022,3,SE,FT,Analytics Engineer,7,150000,USD,150000,US,0,US,M
2022,3,SE,FT,Analytics Engineer,7,120000,USD,120000,US,0,US,M
2022,2,MI,FT,Analytics Engineer,7,108000,USD,108000,US,100,US,M
2022,2,MI,FT,Analytics Engineer,7,85000,USD,85000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,130000,USD,130000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,110000,USD,110000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,130000,USD,130000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,110000,USD,110000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,190000,USD,190000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,122500,USD,122500,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,100000,USD,100000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,165000,USD,165000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,140250,USD,140250,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,83376,GBP,102663,GB,100,GB,M
2022,3,SE,FT,Analytics Engineer,7,65004,GBP,80041,GB,100,GB,M
2022,3,SE,FT,Analytics Engineer,7,250000,USD,250000,US,0,US,M
2022,3,SE,FT,Analytics Engineer,7,63000,USD,63000,US,0,US,M
2022,2,MI,CT,Analytics Engineer,7,7500,USD,7500,BO,50,BO,M
2022,2,MI,FT,Product Data Analyst,7,140000,USD,140000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,250000,USD,250000,US,0,US,M
2022,3,SE,FT,Analytics Engineer,7,63000,USD,63000,US,0,US,M
2022,3,SE,FT,Analytics Engineer,7,245000,USD,245000,US,0,US,M
2022,3,SE,FT,Analytics Engineer,7,180000,USD,180000,US,0,US,M
2022,3,SE,FT,Analytics Engineer,7,203500,USD,203500,US,0,US,M
2022,3,SE,FT,Analytics Engineer,7,152000,USD,152000,US,0,US,M
2022,4,EX,FT,Analytics Engineer,7,200000,USD,200000,US,100,US,M
2022,4,EX,FT,Analytics Engineer,7,150000,USD,150000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,170000,USD,170000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,135000,USD,135000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,48000,USD,48000,AR,100,US,S
2022,2,MI,FT,Analytics Engineer,7,200000,USD,200000,US,0,US,M
2022,2,MI,FT,Analytics Engineer,7,54000,USD,54000,US,0,US,M
2022,1,EN,FT,Analytics Engineer,7,130000,USD,130000,US,50,US,L
2022,4,EX,FT,Analytics Engineer,7,175000,USD,175000,US,100,US,M
2022,4,EX,FT,Analytics Engineer,7,135000,USD,135000,US,100,US,M
2022,3,SE,FT,Analytics Engineer,7,205300,USD,205300,US,0,US,M
2022,3,SE,FT,Analytics Engineer,7,184700,USD,184700,US,0,US,M
2020,2,MI,FT,Product Data Analyst,7,20000,USD,20000,HN,0,HN,S
2020,2,MI,FT,Product Data Analyst,7,450000,INR,6072,IN,100,IN,L
2023,3,SE,FT,ETL Developer,8,182850,USD,182850,US,100,US,M
2023,3,SE,FT,ETL Developer,8,113000,USD,113000,US,100,US,M
2022,3,SE,FT,ETL Developer,8,250000,USD,250000,US,100,US,M
2022,3,SE,FT,ETL Developer,8,63000,USD,63000,US,100,US,M
2022,3,SE,FT,ETL Developer,8,250000,USD,250000,US,100,US,M
2022,3,SE,FT,ETL Developer,8,63000,USD,63000,US,100,US,M
2022,3,SE,FT,ETL Developer,8,146200,USD,146200,US,100,US,M
2022,3,SE,FT,ETL Developer,8,124270,USD,124270,US,100,US,M
2022,3,SE,FT,ETL Developer,8,250000,USD,250000,US,0,US,M
2022,3,SE,FT,ETL Developer,8,63000,USD,63000,US,0,US,M
2022,2,MI,FT,ETL Developer,8,50000,EUR,52533,GR,0,GR,M
2022,2,MI,FT,ETL Developer,8,50000,EUR,52533,GR,0,GR,M
2023,3,SE,FT,Research Engineer,9,281000,USD,281000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,196000,USD,196000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,225000,USD,225000,FR,0,FR,M
2023,3,SE,FT,Research Engineer,9,168000,USD,168000,FR,0,FR,M
2023,3,SE,FT,Research Engineer,9,240000,USD,240000,US,100,US,M
2023,3,SE,FT,Research Engineer,9,157250,USD,157250,US,100,US,M
2022,1,EN,FT,Research Engineer,9,5500000,JPY,41809,JP,50,JP,L
2023,3,SE,FT,Research Engineer,9,253000,USD,253000,US,100,US,M
2023,3,SE,FT,Research Engineer,9,156400,USD,156400,US,100,US,M
2023,1,EN,FT,Research Engineer,9,165000,USD,165000,US,0,US,M
2023,1,EN,FT,Research Engineer,9,145000,USD,145000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,370000,USD,370000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,200000,USD,200000,US,0,US,M
2022,2,MI,FT,Research Engineer,9,100000,EUR,105066,GB,50,GB,S
2023,3,SE,FT,Research Engineer,9,275000,USD,275000,DE,0,DE,M
2023,3,SE,FT,Research Engineer,9,174000,USD,174000,DE,0,DE,M
2023,3,SE,FT,Research Engineer,9,189110,USD,189110,US,0,US,M
2023,3,SE,FT,Research Engineer,9,139000,USD,139000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,203000,USD,203000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,133000,USD,133000,US,0,US,M
2023,2,MI,FT,Research Engineer,9,230000,USD,230000,US,0,US,M
2023,2,MI,FT,Research Engineer,9,200000,USD,200000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,293000,USD,293000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,185000,USD,185000,US,0,US,M
2023,1,EN,FT,Research Engineer,9,155000,USD,155000,US,0,US,M
2023,1,EN,FT,Research Engineer,9,125000,USD,125000,US,0,US,M
2023,1,EN,FT,Research Engineer,9,155000,USD,155000,US,0,US,M
2023,1,EN,FT,Research Engineer,9,125000,USD,125000,US,0,US,M
2023,1,EN,FT,Research Engineer,9,160000,USD,160000,US,0,US,M
2023,1,EN,FT,Research Engineer,9,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,200000,USD,200000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,175000,USD,175000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,100000,EUR,107574,DE,100,DE,S
2023,3,SE,FT,Research Engineer,9,80000,EUR,86059,DE,100,DE,S
2023,3,SE,FT,Research Engineer,9,230000,USD,230000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,148000,USD,148000,US,0,US,M
2023,1,EN,FT,Research Engineer,9,120000,USD,120000,GB,100,GB,M
2023,1,EN,FT,Research Engineer,9,60000,USD,60000,GB,100,GB,M
2023,3,SE,FT,Research Engineer,9,155850,USD,155850,US,0,US,M
2023,3,SE,FT,Research Engineer,9,102544,USD,102544,US,0,US,M
2023,2,MI,FT,Research Engineer,9,120000,USD,120000,US,100,US,M
2023,2,MI,FT,Research Engineer,9,100000,USD,100000,US,100,US,M
2023,1,EN,FT,Research Engineer,9,160000,USD,160000,US,0,US,M
2023,1,EN,FT,Research Engineer,9,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,150000,USD,150000,US,0,US,M
2023,3,SE,FT,Research Engineer,9,100000,USD,100000,US,0,US,M
2022,3,SE,FT,Research Engineer,9,249500,USD,249500,US,0,US,M
2022,3,SE,FT,Research Engineer,9,149850,USD,149850,US,0,US,M
2022,3,SE,FT,Research Engineer,9,250000,USD,250000,US,0,US,M
2022,3,SE,FT,Research Engineer,9,150000,USD,150000,US,0,US,M
2022,2,MI,FT,Research Engineer,9,240000,USD,240000,US,100,US,M
2023,3,SE,FT,Data Architect,10,285000,USD,285000,US,100,US,M
2023,3,SE,FT,Data Architect,10,210000,USD,210000,US,100,US,M
2023,3,SE,FT,Data Architect,10,205000,USD,205000,US,100,US,M
2023,3,SE,FT,Data Architect,10,150000,USD,150000,US,100,US,M
2023,3,SE,FT,Data Architect,10,280100,USD,280100,US,100,US,M
2023,3,SE,FT,Data Architect,10,168100,USD,168100,US,100,US,M
2023,3,SE,FT,Data Architect,10,180000,USD,180000,US,100,US,M
2023,3,SE,FT,Data Architect,10,115000,USD,115000,US,100,US,M
2023,3,SE,FT,Data Architect,10,200000,USD,200000,US,100,US,M
2023,3,SE,FT,Data Architect,10,115000,USD,115000,US,100,US,M
2023,3,SE,FT,Data Architect,10,250500,USD,250500,US,0,US,M
2023,3,SE,FT,Data Architect,10,159500,USD,159500,US,0,US,M
2023,4,EX,FT,Data Architect,10,180000,USD,180000,US,0,US,M
2023,4,EX,FT,Data Architect,10,155000,USD,155000,US,0,US,M
2023,2,MI,FT,Data Architect,10,167500,USD,167500,US,0,US,M
2023,2,MI,FT,Data Architect,10,106500,USD,106500,US,0,US,M
2023,3,SE,FT,Data Architect,10,170000,USD,170000,US,100,US,M
2023,3,SE,FT,Data Architect,10,125000,USD,125000,US,100,US,M
2023,2,MI,FT,Data Architect,10,167500,USD,167500,US,0,US,M
2023,2,MI,FT,Data Architect,10,106500,USD,106500,US,0,US,M
2023,3,SE,FT,Data Architect,10,149040,USD,149040,US,100,US,M
2023,3,SE,FT,Data Architect,10,113900,USD,113900,US,100,US,M
2023,3,SE,FT,Data Architect,10,376080,USD,376080,US,100,US,M
2023,3,SE,FT,Data Architect,10,213120,USD,213120,US,100,US,M
2023,3,SE,FT,Data Architect,10,138000,USD,138000,GB,100,GB,M
2023,3,SE,FT,Data Architect,10,92000,USD,92000,GB,100,GB,M
2023,3,SE,FT,Data Architect,10,149040,USD,149040,US,100,US,M
2023,3,SE,FT,Data Architect,10,113900,USD,113900,US,100,US,M
2023,3,SE,FT,Data Architect,10,188500,USD,188500,US,100,US,M
2023,3,SE,FT,Data Architect,10,117000,USD,117000,US,100,US,M
2023,3,SE,FT,Data Architect,10,168400,USD,168400,US,0,US,M
2023,3,SE,FT,Data Architect,10,105200,USD,105200,US,0,US,M
2023,3,SE,FT,Data Architect,10,228000,USD,228000,US,0,US,M
2023,3,SE,FT,Data Architect,10,120000,USD,120000,US,0,US,M
2023,3,SE,FT,Data Architect,10,198000,USD,198000,US,100,US,M
2023,3,SE,FT,Data Architect,10,114000,USD,114000,US,100,US,M
2023,3,SE,FT,Data Architect,10,180000,USD,180000,US,100,US,M
2023,3,SE,FT,Data Architect,10,160000,USD,160000,US,100,US,M
2023,3,SE,FT,Data Architect,10,180000,USD,180000,US,100,US,M
2023,3,SE,FT,Data Architect,10,115000,USD,115000,US,100,US,M
2023,3,SE,FT,Data Architect,10,200000,USD,200000,US,100,US,M
2023,3,SE,FT,Data Architect,10,115000,USD,115000,US,100,US,M
2023,3,SE,FT,Data Architect,10,174500,USD,174500,US,0,US,M
2023,3,SE,FT,Data Architect,10,113000,USD,113000,US,0,US,M
2023,3,SE,FT,Data Architect,10,174500,USD,174500,US,0,US,M
2023,3,SE,FT,Data Architect,10,113000,USD,113000,US,0,US,M
2023,3,SE,FT,Data Architect,10,174500,USD,174500,US,0,US,M
2023,3,SE,FT,Data Architect,10,113000,USD,113000,US,0,US,M
2023,3,SE,FT,Data Architect,10,180000,USD,180000,US,100,US,M
2023,3,SE,FT,Data Architect,10,115000,USD,115000,US,100,US,M
2023,3,SE,FT,Data Architect,10,174500,USD,174500,US,0,US,M
2023,3,SE,FT,Data Architect,10,113000,USD,113000,US,0,US,M
2023,3,SE,FT,Data Architect,10,174500,USD,174500,US,0,US,M
2023,3,SE,FT,Data Architect,10,113000,USD,113000,US,0,US,M
2023,3,SE,FT,Data Architect,10,170000,USD,170000,US,100,US,M
2023,3,SE,FT,Data Architect,10,110000,USD,110000,US,100,US,M
2022,3,SE,FT,Data Architect,10,190000,USD,190000,US,100,US,M
2022,3,SE,FT,Data Architect,10,135000,USD,135000,US,100,US,M
2022,3,SE,FT,Data Architect,10,149040,USD,149040,US,100,US,M
2022,3,SE,FT,Data Architect,10,113900,USD,113900,US,100,US,M
2022,3,SE,FT,Data Architect,10,190000,USD,190000,US,100,US,M
2022,3,SE,FT,Data Architect,10,135000,USD,135000,US,100,US,M
2022,3,SE,FT,Data Architect,10,235000,USD,235000,US,100,US,M
2022,3,SE,FT,Data Architect,10,175000,USD,175000,US,100,US,M
2022,3,SE,FT,Data Architect,10,192564,USD,192564,US,100,US,M
2022,3,SE,FT,Data Architect,10,144854,USD,144854,US,100,US,M
2022,3,SE,FT,Data Architect,10,210000,USD,210000,US,100,US,M
2022,3,SE,FT,Data Architect,10,136000,USD,136000,US,100,US,M
2022,3,SE,FT,Data Architect,10,128000,USD,128000,US,0,US,M
2022,3,SE,FT,Data Architect,10,81500,USD,81500,US,0,US,M
2022,3,SE,FT,Data Architect,10,345600,USD,345600,US,0,US,M
2022,3,SE,FT,Data Architect,10,230400,USD,230400,US,0,US,M
2022,3,SE,FT,Data Architect,10,225000,USD,225000,US,100,US,M
2022,3,SE,FT,Data Architect,10,66000,USD,66000,US,100,US,M
2022,3,SE,FT,Data Architect,10,180000,USD,180000,US,100,US,M
2022,3,SE,FT,Data Architect,10,160000,USD,160000,US,100,US,M
2022,3,SE,FT,Data Architect,10,190000,USD,190000,US,100,US,M
2022,3,SE,FT,Data Architect,10,135000,USD,135000,US,100,US,M
2022,3,SE,FT,Data Architect,10,195400,USD,195400,US,100,US,L
2022,3,SE,FT,Data Architect,10,131300,USD,131300,US,100,US,L
2022,3,SE,FT,Data Architect,10,195400,USD,195400,US,100,US,L
2022,3,SE,FT,Data Architect,10,131300,USD,131300,US,100,US,L
2022,3,SE,FT,Data Architect,10,190000,USD,190000,US,100,US,M
2022,3,SE,FT,Data Architect,10,135000,USD,135000,US,100,US,M
2022,3,SE,FT,Data Architect,10,190000,USD,190000,US,100,US,M
2022,3,SE,FT,Data Architect,10,135000,USD,135000,US,100,US,M
2022,3,SE,FT,Data Architect,10,149040,USD,149040,US,100,US,M
2022,3,SE,FT,Data Architect,10,113900,USD,113900,US,100,US,M
2022,3,SE,FT,Data Architect,10,141300,USD,141300,US,0,US,M
2022,3,SE,FT,Data Architect,10,102100,USD,102100,US,0,US,M
2022,3,SE,FT,Data Architect,10,250000,USD,250000,US,0,US,M
2022,3,SE,FT,Data Architect,10,63000,USD,63000,US,0,US,M
2022,3,SE,FT,Data Architect,10,250000,USD,250000,US,0,US,M
2022,3,SE,FT,Data Architect,10,63000,USD,63000,US,0,US,M
2022,3,SE,FT,Data Architect,10,208775,USD,208775,US,100,US,M
2022,3,SE,FT,Data Architect,10,147800,USD,147800,US,100,US,M
2022,3,SE,FT,Data Architect,10,192400,USD,192400,CA,100,CA,M
